image_id,label,graphemes
14738.png,গ্রিক,"['গ্রি', 'ক']"
14739.png,দার্শনিক,"['দা', 'র্শ', 'নি', 'ক']"
14740.png,এরিস্টটলের,"['এ', 'রি', 'স্ট', 'ট', 'লে', 'র']"
14741.png,মতে,"['ম', 'তে']"
14742.png,প্রাচীন,"['প্রা', 'চী', 'ন']"
14743.png,মিশরের,"['মি', 'শ', 'রে', 'র']"
14744.png,পুরোহিত,"['পু', 'রো', 'হি', 'ত']"
14745.png,সম্প্রদায়ের,"['স', 'ম্প্র', 'দা', 'য়ে', 'র']"
14746.png,অনুশীলনের,"['অ', 'নু', 'শী', 'ল', 'নে', 'র']"
14747.png,মাধ্যমে,"['মা', 'ধ্য', 'মে']"
14748.png,গনিতের,"['গ', 'নি', 'তে', 'র']"
14749.png,আনুষ্ঠানিক,"['আ', 'নু', 'ষ্ঠা', 'নি', 'ক']"
14750.png,অভিষেক,"['অ', 'ভি', 'ষে', 'ক']"
14751.png,ঘটে,"['ঘ', 'টে']"
14752.png,তাই,"['তা', 'ই']"
14753.png,বলা,"['ব', 'লা']"
14754.png,যায়,"['যা', 'য়']"
14755.png,সংখ্যাভিত্তিক,"['স', 'ং', 'খ্যা', 'ভি', 'ত্তি', 'ক']"
14756.png,গনিতের,"['গ', 'নি', 'তে', 'র']"
14757.png,সৃষ্টি,"['সৃ', 'ষ্টি']"
14758.png,যীশুখ্রিষ্টের,"['যী', 'শু', 'খ্রি', 'ষ্টে', 'র']"
14759.png,জন্মের,"['জ', 'ন্মে', 'র']"
14760.png,প্রায়,"['প্রা', 'য়']"
14761.png,দুই,"['দু', 'ই']"
14762.png,হাজার,"['হা', 'জা', 'র']"
14763.png,বছর,"['ব', 'ছ', 'র']"
14764.png,পূর্বে,"['পূ', 'র্বে']"
14765.png,এরপর,"['এ', 'র', 'প', 'র']"
14766.png,নানা,"['না', 'না']"
14767.png,জাতি,"['জা', 'তি']"
14768.png,ও,['ও']
14769.png,সভ্যতার,"['স', 'ভ্য', 'তা', 'র']"
14770.png,যত,"['য', 'ত']"
14771.png,ঘুরে,"['ঘু', 'রে']"
14772.png,সংখ্যা,"['স', 'ং', 'খ্যা']"
14773.png,ও,['ও']
14774.png,সংখ্যারীতি,"['স', 'ং', 'খ্যা', 'রী', 'তি']"
14775.png,অধুনা,"['অ', 'ধু', 'না']"
14776.png,একটি,"['এ', 'ক', 'টি']"
14777.png,সার্বজনীন,"['সা', 'র্ব', 'জ', 'নী', 'ন']"
14778.png,রূপ,"['রূ', 'প']"
14779.png,সাধারনত,"['সা', 'ধা', 'র', 'ন', 'ত']"
14780.png,বা,['বা']
14781.png,বয়সের,"['ব', 'য়', 'সে', 'র']"
14782.png,অধিক,"['অ', 'ধি', 'ক']"
14783.png,বয়স্ক,"['ব', 'য়', 'স্ক']"
14784.png,মানুষকে,"['মা', 'নু', 'ষ', 'কে']"
14785.png,প্রবীণ,"['প্র', 'বী', 'ণ']"
14786.png,বা,['বা']
14787.png,সিনিয়র,"['সি', 'নি', 'য়', 'র']"
14788.png,সিটিজেন,"['সি', 'টি', 'জে', 'ন']"
14789.png,বলা,"['ব', 'লা']"
14790.png,হয়,"['হ', 'য়']"
14791.png,এ,['এ']
14792.png,সকল,"['স', 'ক', 'ল']"
14793.png,মানুষ,"['মা', 'নু', 'ষ']"
14794.png,জীবনের,"['জী', 'ব', 'নে', 'র']"
14795.png,শেষ,"['শে', 'ষ']"
14796.png,প্রান্তে,"['প্রা', 'ন্তে']"
14797.png,এসে,"['এ', 'সে']"
14798.png,আর্থিক,"['আ', 'র্থি', 'ক']"
14799.png,ও,['ও']
14800.png,শারীরিকভাবে,"['শা', 'রী', 'রি', 'ক', 'ভা', 'বে']"
14801.png,উপর,"['উ', 'প', 'র']"
14802.png,নির্ভরশীল,"['নি', 'র্ভ', 'র', 'শী', 'ল']"
14803.png,পড়ে,"['প', 'ড়ে']"
14804.png,প্রবীণ,"['প্র', 'বী', 'ণ']"
14805.png,ব্যক্তিদের,"['ব্য', 'ক্তি', 'দে', 'র']"
14806.png,আয়,"['আ', 'য়']"
14807.png,রোজগারের,"['রো', 'জ', 'গা', 'রে', 'র']"
14808.png,সুযোগ,"['সু', 'যো', 'গ']"
14809.png,না,['না']
14810.png,থাকায়,"['থা', 'কা', 'য়']"
14811.png,এবং,"['এ', 'ব', 'ং']"
14812.png,সঞ্চিত,"['স', 'ঞ্চি', 'ত']"
14813.png,অর্থ,"['অ', 'র্থ']"
14814.png,সম্পত্তি,"['স', 'ম্প', 'ত্তি']"
14815.png,উত্তরাধিকারীদের,"['উ', 'ত্ত', 'রা', 'ধি', 'কা', 'রী', 'দে', 'র']"
14816.png,মধ্যে,"['ম', 'ধ্যে']"
14817.png,বন্টন,"['ব', 'ন্ট', 'ন']"
14818.png,হয়ে,"['হ', 'য়ে']"
14819.png,যাওয়ায়,"['যা', 'ও', 'য়া', 'য়']"
14820.png,বেশিরভাগ,"['বে', 'শি', 'র', 'ভা', 'গ']"
14822.png,অর্থনৈতিকভাবে,"['অ', 'র্থ', 'নৈ', 'তি', 'ক', 'ভা', 'বে']"
14823.png,অসহায়,"['অ', 'স', 'হা', 'য়']"
14824.png,হয়ে,"['হ', 'য়ে']"
14825.png,পড়েন,"['প', 'ড়ে', 'ন']"
14826.png,চিকিৎসা,"['চি', 'কি', 'ৎ', 'সা']"
14827.png,ও,['ও']
14829.png,জন্য,"['জ', 'ন্য']"
14830.png,তারা,"['তা', 'রা']"
14831.png,সন্তানের,"['স', 'ন্তা', 'নে', 'র']"
14832.png,উপর,"['উ', 'প', 'র']"
14833.png,নির্ভরশীল,"['নি', 'র্ভ', 'র', 'শী', 'ল']"
14834.png,হার,"['হা', 'র']"
14835.png,পড়েন,"['প', 'ড়ে', 'ন']"
14836.png,প্রশ্নঃ,"['প্র', 'শ্ন', 'ঃ']"
14837.png,আল্লাহ,"['আ', 'ল্লা', 'হ']"
14838.png,তায়ালা,"['তা', 'য়া', 'লা']"
14839.png,অতিক্ষমাশীল,"['অ', 'তি', 'ক্ষ', 'মা', 'শী', 'ল']"
14840.png,এর,"['এ', 'র']"
14841.png,ব্যাখ্যা,"['ব্যা', 'খ্যা']"
14842.png,করা,"['ক', 'রা']"
14843.png,উত্তরঃ,"['উ', 'ত্ত', 'র', 'ঃ']"
14844.png,আল্লাহ,"['আ', 'ল্লা', 'হ']"
14845.png,তায়ালা,"['তা', 'য়া', 'লা']"
14846.png,অতিক্ষমাশীল,"['অ', 'তি', 'ক্ষ', 'মা', 'শী', 'ল']"
14847.png,এর,"['এ', 'র']"
14848.png,ব্যাখ্যা,"['ব্যা', 'খ্যা']"
14849.png,মানুষ,"['মা', 'নু', 'ষ']"
14850.png,শয়তানের,"['শ', 'য়', 'তা', 'নে', 'র']"
14851.png,প্ররোচনায়,"['প্র', 'রো', 'চ', 'না', 'য়']"
14852.png,পড়ে,"['প', 'ড়ে']"
14853.png,অন্যায়,"['অ', 'ন্যা', 'য়']"
14854.png,করে,"['ক', 'রে']"
14855.png,ফেলে,"['ফে', 'লে']"
14856.png,পাপ,"['পা', 'প']"
14857.png,কর্ম,"['ক', 'র্ম']"
14858.png,করে,"['ক', 'রে']"
14859.png,বসে,"['ব', 'সে']"
14860.png,তখন,"['ত', 'খ', 'ন']"
14861.png,যদি,"['য', 'দি']"
14862.png,সে,['সে']
14864.png,হয়,"['হ', 'য়']"
14865.png,ভুল,"['ভু', 'ল']"
14866.png,স্বীকার,"['স্বী', 'কা', 'র']"
14867.png,করে,"['ক', 'রে']"
14868.png,পাপ,"['পা', 'প']"
14869.png,কাজ,"['কা', 'জ']"
14870.png,থেকে,"['থে', 'কে']"
14871.png,ফিরে,"['ফি', 'রে']"
14872.png,আসে,"['আ', 'সে']"
14873.png,এবং,"['এ', 'ব', 'ং']"
14874.png,আল্লাহ,"['আ', 'ল্লা', 'হ']"
14875.png,তায়ালা,"['তা', 'য়া', 'লা']"
14876.png,কাছে,"['কা', 'ছে']"
14877.png,আন্তরিকভাবে,"['আ', 'ন্ত', 'রি', 'ক', 'ভা', 'বে']"
14878.png,ক্ষমা,"['ক্ষ', 'মা']"
14879.png,চায়,"['চা', 'য়']"
14880.png,তাহলে,"['তা', 'হ', 'লে']"
14881.png,আল্লাহ,"['আ', 'ল্লা', 'হ']"
14882.png,তাকে,"['তা', 'কে']"
14883.png,ক্ষমা,"['ক্ষ', 'মা']"
14884.png,করে,"['ক', 'রে']"
14885.png,দেন,"['দে', 'ন']"
14886.png,আল্লাহ,"['আ', 'ল্লা', 'হ']"
14887.png,অতি,"['অ', 'তি']"
14888.png,ক্ষমাশীল,"['ক্ষ', 'মা', 'শী', 'ল']"
14889.png,আল্লাহ,"['আ', 'ল্লা', 'হ']"
14890.png,তায়ালা,"['তা', 'য়া', 'লা']"
14891.png,বলেন,"['ব', 'লে', 'ন']"
14892.png,হে,['হে']
14893.png,আমার,"['আ', 'মা', 'র']"
14894.png,তোমরা,"['তো', 'ম', 'রা']"
14895.png,যারা,"['যা', 'রা']"
14896.png,নিজে,"['নি', 'জে']"
14897.png,প্রতি,"['প্র', 'তি']"
14898.png,অবিচার,"['অ', 'বি', 'চা', 'র']"
14899.png,বান্দাগণ,"['বা', 'ন্দা', 'গ', 'ণ']"
14900.png,আল্লাহর,"['আ', 'ল্লা', 'হ', 'র']"
14901.png,অনুগ্রহ,"['অ', 'নু', 'গ্র', 'হ']"
14902.png,হতে,"['হ', 'তে']"
14903.png,নিরাশ,"['নি', 'রা', 'শ']"
14904.png,অধিকার,"['অ', 'ধি', 'কা', 'র']"
14905.png,হলো,"['হ', 'লো']"
14906.png,সমাজ,"['স', 'মা', 'জ']"
14907.png,ও,['ও']
14908.png,কর্তৃক,"['ক', 'র্তৃ', 'ক']"
14909.png,স্বীকৃত,"['স্বী', 'কৃ', 'ত']"
14910.png,কতগুলো,"['ক', 'ত', 'গু', 'লো']"
14911.png,সুযোগ,"['সু', 'যো', 'গ']"
14912.png,সুবিধা,"['সু', 'বি', 'ধা']"
14913.png,যা,['যা']
14914.png,ভোগের,"['ভো', 'গে', 'র']"
14915.png,মাধ্যমে,"['মা', 'ধ্য', 'মে']"
14916.png,নাগরিকদের,"['না', 'গ', 'রি', 'ক', 'দে', 'র']"
14918.png,বিকাশ,"['বি', 'কা', 'শ']"
14919.png,ঘটে,"['ঘ', 'টে']"
14920.png,সরকারি,"['স', 'র', 'কা', 'রি']"
14921.png,আধা,"['আ', 'ধা']"
14922.png,সরকারী,"['স', 'র', 'কা', 'রী']"
14923.png,বা,['বা']
14925.png,শাসিত,"['শা', 'সি', 'ত']"
14926.png,প্রতিষ্ঠানের,"['প্র', 'তি', 'ষ্ঠা', 'নে', 'র']"
14927.png,কর্মচারীরা,"['ক', 'র্ম', 'চা', 'রী', 'রা']"
14928.png,অবসর,"['অ', 'ব', 'স', 'র']"
14929.png,গ্রহন,"['গ্র', 'হ', 'ন']"
14930.png,বা,['বা']
14932.png,করলে,"['ক', 'র', 'লে']"
14933.png,পেয়ে,"['পে', 'য়ে']"
14934.png,থাকবেন,"['থা', 'ক', 'বে', 'ন']"
14935.png,এটা,"['এ', 'টা']"
14936.png,একটি,"['এ', 'ক', 'টি']"
14937.png,দীর্ঘমেয়াদি,"['দী', 'র্ঘ', 'মে', 'য়া', 'দি']"
14938.png,সামাজিক,"['সা', 'মা', 'জি', 'ক']"
14939.png,ব্যাবস্থা,"['ব্যা', 'ব', 'স্থা']"
14940.png,একটি,"['এ', 'ক', 'টি']"
14941.png,নির্দিষ্ট,"['নি', 'র্দি', 'ষ্ট']"
14942.png,সময়,"['স', 'ম', 'য়']"
14943.png,সীমা,"['সী', 'মা']"
14944.png,পর্যন্ত,"['প', 'ন্ত']"
14945.png,সরকারি,"['স', 'র', 'কা', 'রি']"
14946.png,চাকরি,"['চা', 'ক', 'রি']"
14947.png,করে,"['ক', 'রে']"
14948.png,অবসর,"['অ', 'ব', 'স', 'র']"
14949.png,গ্রহন,"['গ্র', 'হ', 'ন']"
14950.png,করলে,"['ক', 'র', 'লে']"
14951.png,অবসর,"['অ', 'ব', 'স', 'র']"
14952.png,সময়ের,"['স', 'ম', 'য়ে', 'র']"
14953.png,জন্য,"['জ', 'ন্য']"
14954.png,বিধি,"['বি', 'ধি']"
14955.png,যে,['যে']
14956.png,ভাতা,"['ভা', 'তা']"
14957.png,দেওয়া,"['দে', 'ও', 'য়া']"
14958.png,হয়,"['হ', 'য়']"
14959.png,তাকে,"['তা', 'কে']"
14960.png,পেনশন,"['পে', 'ন', 'শ', 'ন']"
14961.png,বা,['বা']
14963.png,ভাতা,"['ভা', 'তা']"
14964.png,বলে,"['ব', 'লে']"
14965.png,প্রবীণদের,"['প্র', 'বী', 'ণ', 'দে', 'র']"
14966.png,সমস্যা,"['স', 'ম', 'স্যা']"
14967.png,সমাধানে,"['স', 'মা', 'ধা', 'নে']"
14968.png,আমাদের,"['আ', 'মা', 'দে', 'র']"
14969.png,অনেক,"['অ', 'নে', 'ক']"
14970.png,কিছু,"['কি', 'ছু']"
14971.png,করণীয়,"['ক', 'র', 'ণী', 'য়']"
14972.png,রয়েছে,"['র', 'য়ে', 'ছে']"
14973.png,তাদের,"['তা', 'দে', 'র']"
14974.png,সাথে,"['সা', 'থে']"
14975.png,ভালো,"['ভা', 'লো']"
14976.png,ও,['ও']
14977.png,সুন্দর,"['সু', 'ন্দ', 'র']"
14978.png,ব্যবহার,"['ব্য', 'ব', 'হা', 'র']"
14979.png,এবং,"['এ', 'ব', 'ং']"
14980.png,প্রয়োজনে,"['প্র', 'য়ো', 'জ', 'নে']"
14981.png,সেবাযত্ন,"['সে', 'বা', 'য', 'ত্ন']"
14982.png,করে,"['ক', 'রে']"
14983.png,তারা,"['তা', 'রা']"
14984.png,যদি,"['য', 'দি']"
14985.png,একা,"['এ', 'কা']"
14986.png,একী,"['এ', 'কী']"
14987.png,বসবাস,"['ব', 'স', 'বা', 'স']"
14988.png,করে,"['ক', 'রে']"
14989.png,তাহলে,"['তা', 'হ', 'লে']"
14990.png,তাদের,"['তা', 'দে', 'র']"
14991.png,অবসর,"['অ', 'ব', 'স', 'র']"
14992.png,ভাতা,"['ভা', 'তা']"
14993.png,দিয়ে,"['দি', 'য়ে']"
14994.png,সাহায্য,"['সা', 'হা', 'য্য']"
14995.png,করার,"['ক', 'রা', 'র']"
14996.png,মাধ্যমে,"['মা', 'ধ্য', 'মে']"
14997.png,তাদেরকে,"['তা', 'দে', 'র', 'কে']"
14998.png,সন্মান,"['স', 'ন্মা', 'ন']"
14999.png,করে,"['ক', 'রে']"
15000.png,ও,['ও']
15001.png,বোঝা,"['বো', 'ঝা']"
15002.png,মনে,"['ম', 'নে']"
15003.png,না,['না']
15004.png,করে,"['ক', 'রে']"
15005.png,তারা,"['তা', 'রা']"
15006.png,জেন,"['জে', 'ন']"
15007.png,তাদের,"['তা', 'দে', 'র']"
15008.png,সম্পূর্ণ,"['স', 'ম্পূ', 'র্ণ']"
15009.png,অধিকার,"['অ', 'ধি', 'কা', 'র']"
15010.png,ভোগ,"['ভো', 'গ']"
15011.png,করে,"['ক', 'রে']"
15012.png,সেদিকে,"['সে', 'দি', 'কে']"
15013.png,খেয়াল,"['খে', 'য়া', 'ল']"
15014.png,রাখতে,"['রা', 'খ', 'তে']"
15015.png,হবে,"['হ', 'বে']"
15016.png,হাজার,"['হা', 'জা', 'র']"
15018.png,মা,['মা']
15019.png,মহাশ্বেতা,"['ম', 'হা', 'শ্বে', 'তা']"
15020.png,দেবীর,"['দে', 'বী', 'র']"
15021.png,লেখা,"['লে', 'খা']"
15022.png,একটি,"['এ', 'ক', 'টি']"
15023.png,বাংলা,"['বা', 'ং', 'লা']"
15024.png,উপন্যাস,"['উ', 'প', 'ন্যা', 'স']"
15025.png,বই,"['ব', 'ই']"
15026.png,পাতার,"['পা', 'তা', 'র']"
15027.png,চুরাশির,"['চু', 'রা', 'শি', 'র']"
15028.png,মা,['মা']
15029.png,বাংলা,"['বা', 'ং', 'লা']"
15030.png,বইটি,"['ব', 'ই', 'টি']"
15031.png,একটি,"['এ', 'ক', 'টি']"
15032.png,অধিক,"['অ', 'ধি', 'ক']"
15033.png,পঠিত,"['প', 'ঠি', 'ত']"
15034.png,উপন্যাস,"['উ', 'প', 'ন্যা', 'স']"
15035.png,যা,['যা']
15036.png,সালে,"['সা', 'লে']"
15037.png,হাজার,"['হা', 'জা', 'র']"
15038.png,মিত্র,"['মি', 'ত্র']"
15039.png,ও,['ও']
15040.png,ঘোষ,"['ঘো', 'ষ']"
15041.png,প্রকাশনী,"['প্র', 'কা', 'শ', 'নী']"
15042.png,প্রথম,"['প্র', 'থ', 'ম']"
15043.png,প্রকাশ,"['প্র', 'কা', 'শ']"
15044.png,করে,"['ক', 'রে']"
15045.png,হাজার,"['হা', 'জা', 'র']"
15046.png,চুরাশির,"['চু', 'রা', 'শি', 'র']"
15047.png,মা,['মা']
15048.png,হলো,"['হ', 'লো']"
15049.png,এমন,"['এ', 'ম', 'ন']"
15050.png,এক,"['এ', 'ক']"
15051.png,মায়ের,"['মা', 'য়ে', 'র']"
15052.png,গল্প,"['গ', 'ল্প']"
15053.png,যার,"['যা', 'র']"
15054.png,ছেলেকে,"['ছে', 'লে', 'কে']"
15055.png,তার,"['তা', 'র']"
15056.png,আ,['আ']
15057.png,জন্য,"['জ', 'ন্য']"
15058.png,রাষ্ট্র,"['রা', 'ষ্ট্র']"
15060.png,হত্যা,"['হ', 'ত্যা']"
15061.png,করে,"['ক', 'রে']"
15062.png,লাশকাটা,"['লা', 'শ', 'কা', 'টা']"
15063.png,ঘরে,"['ঘ', 'রে']"
15064.png,ব্রতীর,"['ব্র', 'তী', 'র']"
15065.png,লাশের,"['লা', 'শে', 'র']"
15066.png,নাম্বার,"['না', 'ম্বা', 'র']"
15067.png,ছিল,"['ছি', 'ল']"
15068.png,তা,['তা']
15069.png,থেকেই,"['থে', 'কে', 'ই']"
15071.png,নামকরণ,"['না', 'ম', 'ক', 'র', 'ণ']"
15072.png,করা,"['ক', 'রা']"
15073.png,হয়েছে,"['হ', 'য়ে', 'ছে']"
15075.png,রাষ্ট্রের,"['রা', 'ষ্ট্রে', 'র']"
15076.png,সহকারী,"['স', 'হ', 'কা', 'রী']"
15077.png,আমরা,"['আ', 'ম', 'রা']"
15078.png,এবারে,"['এ', 'বা', 'রে']"
15079.png,যাচাই,"['যা', 'চা', 'ই']"
15080.png,করি,"['ক', 'রি']"
15081.png,দেখতে,"['দে', 'খ', 'তে']"
15082.png,পারি,"['পা', 'রি']"
15083.png,আমাদের,"['আ', 'মা', 'দে', 'র']"
15084.png,এই,"['এ', 'ই']"
15086.png,আমাদের,"['আ', 'মা', 'দে', 'র']"
15087.png,অভিজ্ঞতার,"['অ', 'ভি', 'জ্ঞ', 'তা', 'র']"
15088.png,সাথে,"['সা', 'থে']"
15089.png,মেলে,"['মে', 'লে']"
15090.png,কি,['কি']
15091.png,না,['না']
15092.png,নদীর,"['ন', 'দী', 'র']"
15093.png,মাঝখানে,"['মা', 'ঝ', 'খা', 'নে']"
15094.png,দিয়ে,"['দি', 'য়ে']"
15095.png,লঞ্চ,"['ল', 'ঞ্চ']"
15096.png,যাবার,"['যা', 'বা', 'র']"
15097.png,সময়,"['স', 'ম', 'য়']"
15098.png,যে,['যে']
15099.png,ঢেউ,"['ঢে', 'উ']"
15100.png,তৈরি,"['তৈ', 'রি']"
15101.png,করে,"['ক', 'রে']"
15102.png,সেই,"['সে', 'ই']"
15103.png,ঢেউ,"['ঢে', 'উ']"
15104.png,নদীর,"['ন', 'দী', 'র']"
15105.png,কূলে,"['কূ', 'লে']"
15106.png,এসে,"['এ', 'সে']"
15107.png,আঘাত,"['আ', 'ঘা', 'ত']"
15108.png,করে,"['ক', 'রে']"
15109.png,কাজেই,"['কা', 'জে', 'ই']"
15110.png,নিশ্চিত,"['নি', 'শ্চি', 'ত']"
15111.png,ভাবে,"['ভা', 'বে']"
15112.png,বলা,"['ব', 'লা']"
15113.png,যায়,"['যা', 'য়']"
15114.png,এক,"['এ', 'ক']"
15115.png,জায়গা,"['জা', 'য়', 'গা']"
15116.png,থেকে,"['থে', 'কে']"
15117.png,অন্য,"['অ', 'ন্য']"
15118.png,জায়গায়,"['জা', 'য়', 'গা', 'য়']"
15119.png,শক্তি,"['শ', 'ক্তি']"
15120.png,পাঠানো,"['পা', 'ঠা', 'নো']"
15121.png,হয়েছে,"['হ', 'য়ে', 'ছে']"
15122.png,আমরা,"['আ', 'ম', 'রা']"
15123.png,সবাই,"['স', 'বা', 'ই']"
15124.png,তরঙ্গ,"['ত', 'র', 'ঙ্গ']"
15125.png,দেখেছি,"['দে', 'খে', 'ছি']"
15126.png,একটা,"['এ', 'ক', 'টা']"
15127.png,পানিতে,"['পা', 'নি', 'তে']"
15128.png,ঢিল,"['ঢি', 'ল']"
15129.png,ছুড়ে,"['ছু', 'ড়ে']"
15130.png,দিলে,"['দি', 'লে']"
15131.png,বিন্দু,"['বি', 'ন্দু']"
15132.png,থেকে,"['থে', 'কে']"
15133.png,পানির,"['পা', 'নি', 'র']"
15134.png,তরঙ্গ,"['ত', 'র', 'ঙ্গ']"
15135.png,চারিদিকে,"['চা', 'রি', 'দি', 'কে']"
15136.png,ছড়িয়ে,"['ছ', 'ড়ি', 'য়ে']"
15137.png,পড়ে,"['প', 'ড়ে']"
15138.png,ঘরে,"['ঘ', 'রে']"
15139.png,বাতি,"['বা', 'তি']"
15140.png,জ্বালালে,"['জ্বা', 'লা', 'লে']"
15141.png,যে,['যে']
15142.png,আলো,"['আ', 'লো']"
15143.png,ঘরে,"['ঘ', 'রে']"
15144.png,ছড়িয়ে,"['ছ', 'ড়ি', 'য়ে']"
15145.png,পড়ে,"['প', 'ড়ে']"
15146.png,সেটাও,"['সে', 'টা', 'ও']"
15147.png,তরঙ্গ,"['ত', 'র', 'ঙ্গ']"
15148.png,ভাষায়,"['ভা', 'ষা', 'য়']"
15149.png,আমরা,"['আ', 'ম', 'রা']"
15150.png,যখন,"['য', 'খ', 'ন']"
15151.png,কথা,"['ক', 'থা']"
15152.png,বলি,"['ব', 'লি']"
15153.png,শব্দটা,"['শ', 'ব্দ', 'টা']"
15154.png,যখন,"['য', 'খ', 'ন']"
15155.png,এক,"['এ', 'ক']"
15157.png,জায়গা,"['জা', 'য়', 'গা']"
15158.png,থেকে,"['থে', 'কে']"
15159.png,অন্য,"['অ', 'ন্য']"
15160.png,জায়গায়,"['জা', 'য়', 'গা', 'য়']"
15161.png,পৌছে,"['পৌ', 'ছে']"
15162.png,সেটাও,"['সে', 'টা', 'ও']"
15163.png,আমরা,"['আ', 'ম', 'রা']"
15164.png,বাংলাদেশের,"['বা', 'ং', 'লা', 'দে', 'শে', 'র']"
15165.png,রপ্তানি,"['র', 'প্তা', 'নি']"
15167.png,পাট,"['পা', 'ট']"
15168.png,ও,['ও']
15169.png,পাটজাত,"['পা', 'ট', 'জা', 'ত']"
15170.png,পন্য,"['প', 'ন্য']"
15171.png,হলো,"['হ', 'লো']"
15172.png,প্রধান,"['প্র', 'ধা', 'ন']"
15173.png,রপ্তানি,"['র', 'প্তা', 'নি']"
15174.png,পন্য,"['প', 'ন্য']"
15175.png,বাংলাদেশ,"['বা', 'ং', 'লা', 'দে', 'শ']"
15176.png,থেকে,"['থে', 'কে']"
15177.png,যেসব,"['যে', 'স', 'ব']"
15178.png,দেশে,"['দে', 'শে']"
15179.png,পন্য,"['প', 'ন্য']"
15180.png,রপ্তানি,"['র', 'প্তা', 'নি']"
15181.png,করা,"['ক', 'রা']"
15182.png,হয়,"['হ', 'য়']"
15183.png,তার,"['তা', 'র']"
15184.png,মধ্যে,"['ম', 'ধ্যে']"
15185.png,অন্যতম,"['অ', 'ন্য', 'ত', 'ম']"
15186.png,হলোঃ,"['হ', 'লো', 'ঃ']"
15187.png,যুক্তরাজ্য,"['যু', 'ক্ত', 'রা', 'জ্য']"
15188.png,জার্মানি,"['জা', 'র্মা', 'নি']"
15189.png,যুক্তরাষ্ট্র,"['যু', 'ক্ত', 'রা', 'ষ্ট্র']"
15190.png,ফ্রান্স,"['ফ্রা', 'ন্স']"
15191.png,বেলজিয়াম,"['বে', 'ল', 'জি', 'য়া', 'ম']"
15192.png,ইটালি,"['ই', 'টা', 'লি']"
15193.png,নেদারল্যান্ড,"['নে', 'দা', 'র', 'ল্যা', 'ন্ড']"
15194.png,কানাডা,"['কা', 'না', 'ডা']"
15195.png,জাপান,"['জা', 'পা', 'ন']"
15196.png,প্রভৃতি,"['প্র', 'ভৃ', 'তি']"
15197.png,বাংলাদেশ,"['বা', 'ং', 'লা', 'দে', 'শ']"
15198.png,অর্থনৈতিক,"['অ', 'র্থ', 'নৈ', 'তি', 'ক']"
15199.png,সমীক্ষা,"['স', 'মী', 'ক্ষা']"
15200.png,অনুযায়ী,"['অ', 'নু', 'যা', 'য়ী']"
15201.png,অর্থ,"['অ', 'র্থ']"
15202.png,বছরের,"['ব', 'ছ', 'রে', 'র']"
15203.png,বাংলাদেশের,"['বা', 'ং', 'লা', 'দে', 'শে', 'র']"
15204.png,মোট,"['মো', 'ট']"
15205.png,রপ্তানি,"['র', 'প্তা', 'নি']"
15206.png,হয়েছে,"['হ', 'য়ে', 'ছে']"
15207.png,মিলিয়ন,"['মি', 'লি', 'য়', 'ন']"
15208.png,মার্কিন,"['মা', 'র্কি', 'ন']"
15209.png,ডলার,"['ড', 'লা', 'র']"
15210.png,অর্থ,"['অ', 'র্থ']"
15211.png,বছরে,"['ব', 'ছ', 'রে']"
15212.png,রপ্তানি,"['র', 'প্তা', 'নি']"
15213.png,আয়,"['আ', 'য়']"
15214.png,ছিল,"['ছি', 'ল']"
15215.png,মিলিয়ন,"['মি', 'লি', 'য়', 'ন']"
15216.png,মার্কিন,"['মা', 'র্কি', 'ন']"
15217.png,ডলার,"['ড', 'লা', 'র']"
15218.png,বাংলাদেশের,"['বা', 'ং', 'লা', 'দে', 'শে', 'র']"
15219.png,পণ্যের,"['প', 'ণ্যে', 'র']"
15220.png,বড়,"['ব', 'ড়']"
15221.png,ক্রেতা,"['ক্রে', 'তা']"
15222.png,হলো,"['হ', 'লো']"
15223.png,যুক্তরাষ্ট্র,"['যু', 'ক্ত', 'রা', 'ষ্ট্র']"
15224.png,জন্য,"['জ', 'ন্য']"
15225.png,পরিবর্তিত,"['প', 'রি', 'ব', 'র্তি', 'ত']"
15226.png,হয়,"['হ', 'য়']"
15227.png,না,['না']
15228.png,যে,['যে']
15229.png,পরমানু,"['প', 'র', 'মা', 'নু']"
15230.png,ও,['ও']
15231.png,অনু,"['অ', 'নু']"
15232.png,দিয়ে,"['দি', 'য়ে']"
15233.png,বস্তুটি,"['ব', 'স্তু', 'টি']"
15234.png,গঠিত,"['গ', 'ঠি', 'ত']"
15235.png,তার,"['তা', 'র']"
15236.png,সংখ্যা,"['স', 'ং', 'খ্যা']"
15237.png,ও,['ও']
15238.png,সংযুক্তির,"['স', 'ং', 'যু', 'ক্তি', 'র']"
15239.png,উপর,"['উ', 'প', 'র']"
15240.png,বস্তুটির,"['ব', 'স্তু', 'টি', 'র']"
15241.png,ভর,"['ভ', 'র']"
15242.png,নির্ভর,"['নি', 'র্ভ', 'র']"
15243.png,করে,"['ক', 'রে']"
15244.png,ভরের,"['ভ', 'রে', 'র']"
15245.png,আন্তর্জাতিক,"['আ', 'ন্ত', 'র্জা', 'তি', 'ক']"
15246.png,একক,"['এ', 'ক', 'ক']"
15247.png,হলো,"['হ', 'লো']"
15248.png,কিলোগ্রাম,"['কি', 'লো', 'গ্রা', 'ম']"
15249.png,বা,['বা']
15250.png,কেজি,"['কে', 'জি']"
15251.png,বেশি,"['বে', 'শি']"
